S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,1604243,301801,488637,813805,405455,285433,3796,
1,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Artal,120384,Ajarai,289050,Ajarai,423625,423625,Ajarai,1091,130,219,742,266,264,0,
1,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,DEYPUR,120390,DUNGURIGUDA,694446,,0,0,,355,123,46,186,145,0,0,Villages taken from SBM
2,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,KATLANG,698090,,0,0,,142,50,92,0,11,0,0,Villages taken from SBM
2,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Artal,120384,Artal,289049,Aratala,423626,423626,Aratala,1578,408,402,768,425,419,0,
3,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Artal,120384,Balipati,289051,Balipati,423628,423628,Balipati,1298,166,295,837,406,130,0,
3,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,KUTURUSAR,694447,,0,0,,116,31,85,0,8,0,0,Villages taken from SBM
4,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,PATANGPADAR,696294,,0,0,,17,0,17,0,10,0,0,Villages taken from SBM
4,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Artal,120384,Dudhel,638504,Dudhel,423623,423623,Dudhel,1165,55,666,444,276,271,0,
5,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,TALAPANCH BAHALI,700231,,0,0,,64,0,64,0,11,0,0,Villages taken from SBM
5,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Artal,120384,Kanduljhar,289052,Kanduljhar,423622,423622,Kanduljhar,2418,538,174,1706,584,561,0,
6,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Borbhata,120386,Borbhata,289056,Borbhata,423336,423336,Borbhata,908,125,299,484,258,258,0,
6,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,TALAPANCHKOLA,698091,,0,0,,45,7,36,2,13,0,0,Villages taken from SBM
7,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,JUGSAIPATNA,120394,TITIJHOLA,700232,,0,0,,519,82,318,119,163,0,0,Villages taken from SBM
7,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Borbhata,120386,Karlasoda,289058,Karlasoda,423394,423394,Karlasoda,3443,736,1186,1521,366,312,0,
8,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Borda,120385,Borda,289053,Borda,423594,423594,Borda,3415,620,417,2378,1095,1095,0,
8,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,RISIGAON,120404,KERUKUDA,700233,,0,0,,345,51,143,151,102,0,0,Villages taken from SBM
9,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,TAL-BELGAON,120411,RAKSI,698092,,0,0,,89,17,62,10,172,0,0,Villages taken from SBM
9,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Borda,120385,Nuapada,289054,Nuapada,423597,423597,Nuapada,679,164,81,434,177,40,0,
10,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Borda,120385,Phapsi,289055,Phapsi,423595,423595,Phapsi,1094,430,91,573,291,256,0,
10,Odisha,24,KALAHANDI,349,BHAWANIPATNA,3761,UDEPUR,120409,DANGARAGADA,694448,,0,0,,404,41,159,204,125,0,0,Villages taken from SBM
11,Odisha,24,KALAHANDI,349,GOLAMUNDA,3773,DHAMANPUR,120638,JAMGUDABAHAL,694862,,0,0,,116,0,9,107,33,0,0,Villages taken from SBM
11,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chahagaon,120387,Budhipadar,289061,Budhipadar,423262,423504,Bodhipadar,1103,80,314,709,275,275,0,
12,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chahagaon,120387,Chahagaon,289060,Chahagaon,423266,423266,Chahagaon,1169,187,93,889,294,294,0,
12,Odisha,24,KALAHANDI,349,JAYAPATNA,3770,BANDIGAON,120587,BHURSIGUDA,697688,,0,0,,823,120,0,703,74,0,0,Villages taken from SBM
13,Odisha,24,KALAHANDI,349,JAYAPATNA,3770,BHAINRIPALI,120600,BALIJOR,699222,,0,0,,374,117,60,197,466,0,0,Villages taken from SBM
13,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chahagaon,120387,Ghugurpala,289062,Ghugurpala,423267,423267,Ghugurpala,447,194,169,84,117,47,0,
14,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chahagaon,120387,Mankadipada,289063,Mankadipada,423263,423263,Mankadipada,810,116,349,345,223,223,0,
14,Odisha,24,KALAHANDI,349,JAYAPATNA,3770,BHAINRIPALI,120600,NAIKANIGUMA,697689,,0,0,,1703,231,698,774,575,0,0,Villages taken from SBM
15,Odisha,24,KALAHANDI,349,JAYAPATNA,3770,DHANSULI,120586,SANAKARLAKOT,698684,,0,0,,585,226,120,239,67,0,0,Villages taken from SBM
15,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chahagaon,120387,Turkel,289064,Turkel,423261,423261,Turkel,1400,254,101,1045,355,315,0,
16,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Atagarla,289272,Atagarla,423539,423539,Atagarla,16,0,16,0,7,2,0,
16,Odisha,24,KALAHANDI,349,JUNAGARH,3769,BUDHIPADAR,120557,KHUTLAMUNDA,697687,,0,0,,17,0,17,0,5,0,0,Villages taken from SBM
17,Odisha,24,KALAHANDI,349,JUNAGARH,3769,MANIJORA,328007,KARLAKOT,699133,,0,0,,853,92,558,203,243,0,0,Villages taken from SBM
17,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Bengaon,289273,Bengaon,423520,423520,Bengaon,221,0,217,4,53,53,0,
18,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Bhalia,289264,Bhalia,423517,423517,Bhalia,218,60,158,0,51,51,0,
18,Odisha,24,KALAHANDI,349,JUNAGARH,3769,MANIJORA,327906,KOYENGAN,697686,,0,0,,529,67,0,462,165,0,0,Villages taken from SBM
19,Odisha,24,KALAHANDI,349,JUNAGARH,3769,RAJPUR,120580,POIGUDA,703063,,0,0,,604,98,217,289,13,0,0,Villages taken from SBM
19,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Dhanrabhata,638583,Dhanarabhata,423178,423519,Dhanrabhata,500,175,175,150,124,59,1,
20,Odisha,24,KALAHANDI,349,KARLAMUNDA,3765,KARLAMUNDA,120489,KARLA MUNDA,692764,,0,0,,2120,261,186,1673,1005,0,0,Villages taken from SBM
20,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Kerandihapar,289263,Kerandi Hapar,423502,423502,Kerandi Hapar,19,0,19,0,8,8,0,
21,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Latakabhata,289269,Chancher,422391,423516,Latakabhata,1896,423,730,743,7,7,0,
21,Odisha,24,KALAHANDI,349,KARLAMUNDA,3765,POURKELA,120492,KUNDEIPALI,696344,,0,0,,0,0,0,0,100,0,0,Villages taken from SBM
22,Odisha,24,KALAHANDI,349,KARLAMUNDA,3765,RINJA,120486,RENGALI,692763,,0,0,,858,205,40,613,211,0,0,Villages taken from SBM
22,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Marana Bahali,289265,Marana Bahali,423543,423543,Marana Bahali,56,0,56,0,15,5,0,
23,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Paradangaguda,289270,Paradangaguda,423512,423512,Paradangaguda,209,0,205,4,49,18,0,
23,Odisha,24,KALAHANDI,349,KESINGA,3762,LAITARA,120428,MASANI MUNDA,700234,,0,0,,568,183,38,347,231,0,0,Villages taken from SBM
24,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BANDHAPARI,120500,KANKERI,699223,,0,0,,0,0,0,0,25,0,0,Villages taken from SBM
24,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Pirunguda,289271,Pirunguda,423513,423513,Pirunguda,354,23,271,60,87,40,0,
25,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Pokharighat,289261,Pokharighat,423518,423518,Pokharighat,434,221,180,33,119,115,0,
25,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BASANTAPADA,298441,SINDHBAHALI,701952,,0,0,,44,26,18,0,48,0,0,Villages taken from SBM
26,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BENAGAON,120497,UPPER DAMAGHATI,702376,,0,0,,109,55,54,0,56,0,0,Villages taken from SBM
26,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Sikerguda,289262,Sikerguda,423515,423515,Sikerguda,264,52,187,25,75,75,0,
27,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Tala Pipili,289266,Tala Pipili,423537,423537,Tala Pipili,681,25,212,444,151,146,0,
27,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BHATANGPADAR,120512,AMAPADAR,697679,,0,0,,53,0,53,0,12,0,0,Villages taken from SBM
28,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BHATANGPADAR,120512,TALSINDHAKHUNTI,703060,,0,0,,23,0,23,0,2,0,0,Villages taken from SBM
28,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Tanganabahali,289267,Tanganabahali,423542,423542,Tanganabahali,117,22,95,0,26,0,0,
29,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chancher,120410,Upar Pipili,289268,Upar Pipili,423538,423538,Upar Pipili,78,24,53,1,19,19,0,
29,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BHURTIGARH,120513,KADOMASK,697681,,0,0,,90,11,79,0,48,0,0,Villages taken from SBM
30,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BHURTIGARH,120513,KAPELPADAR,697680,,0,0,,67,6,61,0,19,0,0,Villages taken from SBM
30,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chheliamal,120388,Chheliamal,289065,Chheliamal,423274,423274,Chheliamal,1879,488,627,764,505,505,0,
31,Odisha,24,Kalahandi,349,BHAWANIPATNA,3761,CHHELIAMAL,120388,PARIAGAON,289066,Padiagaon,423275,423275,Padiagaon,2120,887,782,451,530,530,0,
31,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BHURTIGARH,120513,KUTEL PADAR,703150,,0,0,,67,6,61,0,39,0,0,Villages taken from SBM
32,Odisha,24,Kalahandi,349,Lanjigarh,3766,BIJEPUR,120499,THUAPADAR,703832,,0,423119,THUAPADAR,0,0,0,0,1,0,0,Villages taken from SBM
32,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chheliamal,120388,Podamundi,289067,Podamundi,423277,423277,Podamundi,655,153,224,278,169,105,0,
33,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Chheliamal,120388,Turpi,289068,Turpi,423276,423276,Turpi,1156,206,430,520,310,181,0,
33,Odisha,24,KALAHANDI,349,LANJIGARH,3766,BISWANATHPUR,120495,DHAUNRABHATA,702151,,0,0,,36,0,36,0,148,0,0,Villages taken from SBM
34,Odisha,24,KALAHANDI,349,LANJIGARH,3766,CHAMPADEIPUR,120515,SANJAMKI HEJU,701954,,0,0,,218,100,117,1,51,0,0,Villages taken from SBM
34,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Dadpur,120389,Dadpur,289069,Dadpur,423312,423312,Dadpur,1861,289,483,1089,476,476,0,
35,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Dadpur,120389,Dumerbahal,289074,Dumerbahal,423298,423298,Dumerbahal,889,174,214,501,237,183,0,
35,Odisha,24,KALAHANDI,349,LANJIGARH,3766,CHHATRAPUR,120505,KUTUNIPADAR,692768,,0,0,,221,13,131,77,107,0,0,Villages taken from SBM
36,Odisha,24,KALAHANDI,349,LANJIGARH,3766,CHHATRAPUR,120505,MANGALABEDA,692408,,0,0,,725,320,142,263,170,0,0,Villages taken from SBM
36,Odisha,24,Kalahandi,349,Bhawanipatna,3761,Dadpur,120389,Jajalyadeipur,289073,Jajaldeipur,423296,423296,Jajaldeipur,1041,212,417,412,275,5,0,
