S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,2404082,179560,1465397,759125,561585,358345,1520,
1,Odisha,24,MAYURBHANJ,343,BADASAHI,3675,CHANDANPUR,118754,SANAGAMBHARIA,701784,,0,0,,491,90,401,0,57,0,0,Villages taken from SBM
1,Odisha,24,Mayurbhanj,343,BADSAHI,3675,BADA SAHI,118764,BADASAHI,275845,Badasahi,390674,390674,Badasahi,3861,542,1529,1790,869,71,139,
2,Odisha,24,Mayurbhanj,343,Badsahi,3675,JADUNATHPUR,118760,PRATIMADEIPUR,704082,,0,390585,PRATIMADEIPUR,0,0,0,0,1,0,0,Villages taken from SBM
2,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bada Sahi,118764,Barundihi,275844,Barudihi,390673,390673,Barudihi,789,71,21,697,208,0,0,
3,Odisha,24,MAYURBHANJ,343,BAHALDA,3676,GIDIGHATY,118779,TARANA,702772,,0,0,,1741,12,1203,526,460,0,0,Villages taken from SBM
3,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bada Sahi,118764,Belpal,275848,Belapal,390644,390665,Belpalsamilpurunapani,1608,0,949,659,424,80,0,
4,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bada Sahi,118764,Kainsali,275846,Kainsali,390676,390676,Kainsali,376,0,235,141,108,28,0,
4,Odisha,24,MAYURBHANJ,343,BAHALDA,3676,JASHIPUR,118785,BHALEIDIHI,701041,,0,0,,512,160,277,75,118,0,0,Villages taken from SBM
5,Odisha,24,MAYURBHANJ,343,BANGRIPOSI,3677,BHUASUNI,118803,KUNDULIA,696680,,0,0,,1003,205,792,6,428,0,0,Villages taken from SBM
5,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bada Sahi,118764,Khuntapal,275847,Khuntapal,390678,390678,Khuntapal,1040,141,303,596,249,117,0,
6,Odisha,24,MAYURBHANJ,343,BANGRIPOSI,3677,CHANDANPUR,118791,KADAMDIHA,698051,,0,0,,128,0,125,3,24,0,0,Villages taken from SBM
6,Odisha,24,Mayurbhanj,343,Badsahi,3675,Balabhadrapur,118759,Balabhadrapur,275807,Balabhadrapur,390649,390649,Balabhadrapur,488,76,227,185,120,120,0,
7,Odisha,24,Mayurbhanj,343,Badsahi,3675,Balabhadrapur,118759,Chhelia,275809,Chhelia(B),390671,390721,Chhelia,1040,34,484,522,242,242,0,
7,Odisha,24,MAYURBHANJ,343,BANGRIPOSI,3677,KUMBHARMUNDAKATA,118788,KHAIRBANI,696120,,0,0,,634,12,489,133,186,0,0,Villages taken from SBM
8,Odisha,24,Mayurbhanj,343,Betnoti,3679,MERDA,118820,DURGAPUR,704335,,0,390536,DURGAPUR,0,0,0,0,1,0,0,Villages taken from SBM
8,Odisha,24,Mayurbhanj,343,Badsahi,3675,Balabhadrapur,118759,Dhansahi,275811,Dhanasahi,390672,390672,Dhanasahi,328,46,247,35,80,79,0,
9,Odisha,24,MAYURBHANJ,343,BIJATALA,3680,CHADHEIPAHADI,118841,BALARAMPUR HILL,696122,,0,0,,21,15,2,4,33,0,0,Villages taken from SBM
9,Odisha,24,Mayurbhanj,343,Badsahi,3675,Balabhadrapur,118759,Pundal,275808,Pundal,390670,390670,Pundal,326,1,249,76,89,89,0,
10,Odisha,24,MAYURBHANJ,343,BIJATALA,3680,MANIKPUR,118840,BANTALIGODA,696121,,0,0,,184,0,176,8,69,0,0,Villages taken from SBM
10,Odisha,24,Mayurbhanj,343,Badsahi,3675,Balabhadrapur,118759,Singtia,275810,Singtia,390645,390645,Singtia,1991,207,855,929,549,141,0,
11,Odisha,24,MAYURBHANJ,343,BIJATALA,3680,NUSADIHI,298315,GOPINATHPUR,702773,,0,0,,572,33,390,149,85,0,0,Villages taken from SBM
11,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bhimda,118753,Arjunbaria,275771,Arjunbaria,390761,390761,Arjunbaria,689,117,302,270,157,0,0,
12,Odisha,24,MAYURBHANJ,343,BIJATALA,3680,SARGODA,118842,SARGODA,696681,,0,0,,1094,10,826,258,306,0,0,Villages taken from SBM
12,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bhimda,118753,Bhimda,275770,Bhimda,390764,390764,Bhimda,871,285,321,265,207,74,0,
13,Odisha,24,MAYURBHANJ,343,BISOI,3681,ASANA,118849,RAIKADAKACHAHILL,701044,,0,0,,54,0,0,54,96,0,0,Villages taken from SBM
13,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bhimda,118753,Dasipur,275767,Dasipur,390767,390767,Dasipur,476,0,245,231,98,0,0,
14,Odisha,24,Mayurbhanj,343,Bisoi,3681,JODIA,298285,SAGAJODI,704141,,0,388052,SAGAJODI,0,0,0,0,1,0,0,Villages taken from SBM
14,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bhimda,118753,Ratanpur,275768,Ratanpur,390762,390762,Ratanpur,721,141,347,233,170,0,0,
15,Odisha,24,MAYURBHANJ,343,BISOI,3681,JODIA,298285,SUNAGADIA,696123,,0,0,,348,0,247,101,103,0,0,Villages taken from SBM
15,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bhimda,118753,Tikayatpur,275769,Tikayatpur,390763,390763,Tikayatpur,918,391,181,346,207,0,0,
16,Odisha,24,Mayurbhanj,343,Badsahi,3675,Bireswarapur,118769,Ambadali,275886,Ambadali,390660,390660,Ambadali,961,0,564,397,222,0,0,
16,Odisha,24,MAYURBHANJ,343,BISOI,3681,LUHAKANI,118847,KARANJEI,701043,,0,0,,203,0,186,17,52,0,0,Villages taken from SBM
17,Odisha,24,MAYURBHANJ,343,JOSHIPUR,3682,BAREHIPANI,118874,LUNIAGODA,701210,,0,0,,0,0,0,0,29,0,0,Villages taken from SBM
