S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,25,25,51,"2,873","11,617"
1,Asarda,1,1,1,44,173
2,Babandha,1,1,6,229,"1,056"
3,Bampa,1,1,1,19,76
4,Buhalipal,1,1,4,156,623
5,Dandiri,1,1,4,259,"1,044"
6,Galpada,4,4,6,"1,001","3,968"
7,Giridhar Prasad,2,2,3,71,272
8,Hatura,2,2,2,91,369
9,Kadala,1,1,1,47,188
10,Kalinga,1,1,2,139,563
11,Kansara,1,1,5,171,747
12,Karanda,1,1,2,60,260
13,Kunua,1,1,3,101,396
14,Kutunia,2,2,4,141,608
15,Mohalunda,1,1,2,164,559
16,Patala,3,3,3,97,371
17,Sanjapada,1,1,2,83,344
,Total,25,25,51,"2,873","11,617"
