S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,25,25,49,"3,957","16,180"
1,Abjana,2,2,6,344,"1,424"
2,Ada,1,1,1,145,513
3,Anandapur,2,2,7,581,"2,311"
4,Andrai,2,2,4,251,"1,041"
5,Bari,2,2,4,74,424
6,Bauripada,1,1,1,364,"1,454"
7,Iswarpur,1,1,1,31,114
8,Jamjhadi,1,1,1,261,"1,306"
9,Kanheibindha,4,4,5,531,"2,383"
10,Khirkona,2,2,2,312,"1,213"
11,Muruna,1,1,1,128,513
12,Pahitorana,3,3,5,325,"1,150"
13,Purusottampur,2,2,10,521,"1,964"
14,Sabanga,1,1,1,89,370
,Total,25,25,49,"3,957","16,180"
